arrondissement_id,arrondissement_nom,latitude,longitude,phosphore,zinc,magnesium,potassium,calucium,cec,azote,silt,sand,clay,ph,texture
91,GOLO-DJIGBE,6.830463,2.3693044,1094.00000,421.00000,475.00000,211.00000,255.00000,246.00000,233.00000,292.00000,348.00000,359.00000,62.00000,limon argileux fin
92,HEVIE,6.4081646,2.2482705,1025.00000,432.00000,262.00000,180.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
93,KPANROUN,6.5079156,2.3272668,1050.00000,577.00000,315.00000,134.00000,255.00000,104.00000,147.00000,88.00000,710.00000,202.00000,57.00000,limon argilo-sableux
94,OUEDO,6.4996774,2.4559393,0.00000,0.00000,0.00000,0.00000,0.00000,262.00000,249.00000,422.00000,245.00000,333.00000,56.00000,limon argileux fin
95,TOGBA,6.4631815,2.3051165,871.00000,592.00000,346.00000,129.00000,255.00000,116.00000,231.00000,139.00000,692.00000,169.00000,58.00000,limon sableux
96,ZINVIE,6.6237058,2.3435798,1328.00000,680.00000,263.00000,108.00000,255.00000,120.00000,228.00000,103.00000,685.00000,212.00000,58.00000,limon argilo-sableux
97,ABOMEY-CALAVI,6.4503024,2.3468195,1606.00000,627.00000,1030.00000,158.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
98,AGBANOU,6.5814,2.1506,1290.00000,624.00000,303.00000,139.00000,255.00000,100.00000,276.00000,84.00000,757.00000,159.00000,59.00000,limon sableux
99,AHOUANNONZOUN,6.351748,2.3917681,1155.00000,566.00000,323.00000,192.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
100,ATTOGON,6.7153555,2.1570483,1170.00000,770.00000,225.00000,118.00000,255.00000,127.00000,257.00000,84.00000,736.00000,181.00000,60.00000,limon sableux
101,AVAKPA,6.6783091,2.0444651,1135.00000,560.00000,286.00000,126.00000,255.00000,217.00000,236.00000,219.00000,468.00000,313.00000,62.00000,limon argilo-sableux
102,AYOU,6.72356,2.1196616,1193.00000,560.00000,227.00000,121.00000,255.00000,115.00000,269.00000,53.00000,808.00000,139.00000,60.00000,sable limoneux
103,HINVI,6.66225,2.11966,1016.00000,561.00000,241.00000,126.00000,255.00000,184.00000,252.00000,120.00000,640.00000,240.00000,57.00000,limon argilo-sableux
104,LISSEGAZOUN,6.5814,2.1506,1290.00000,624.00000,303.00000,139.00000,255.00000,100.00000,276.00000,84.00000,757.00000,159.00000,59.00000,limon sableux
105,LON-AGONMEY,6.7309825,2.0425792,1031.00000,556.00000,305.00000,115.00000,255.00000,246.00000,182.00000,185.00000,425.00000,391.00000,61.00000,limon argileux fin
106,SEKOU,6.6222894,2.2378099,1908.00000,746.00000,253.00000,132.00000,255.00000,104.00000,161.00000,95.00000,737.00000,168.00000,60.00000,limon sableux
107,TOKPA-AVAGOUDO,6.7031751,2.0618394,1003.00000,714.00000,241.00000,129.00000,255.00000,141.00000,274.00000,116.00000,711.00000,173.00000,61.00000,limon sableux
108,ALLADA,6.6644629,2.1597595,1444.00000,682.00000,251.00000,127.00000,255.00000,117.00000,167.00000,63.00000,773.00000,164.00000,58.00000,limon sableux
109,TOGOUDO,6.65,2.166667,1302.00000,600.00000,294.00000,126.00000,255.00000,132.00000,223.00000,88.00000,703.00000,209.00000,58.00000,limon argilo-sableux
110,AGANMALOME,6.5101877,2.0469151,1243.00000,585.00000,260.00000,115.00000,255.00000,139.00000,217.00000,90.00000,742.00000,168.00000,60.00000,limon sableux
111,AGBANTO,6.46202,2.02383,1503.00000,562.00000,275.00000,149.00000,255.00000,122.00000,145.00000,177.00000,567.00000,256.00000,58.00000,limon argilo-sableux
112,AGONKANME,6.459547,2.0231806,1584.00000,576.00000,286.00000,145.00000,255.00000,110.00000,144.00000,90.00000,745.00000,165.00000,59.00000,limon sableux
113,DEDOME,6.4587526,2.0323557,1737.00000,563.00000,300.00000,147.00000,255.00000,133.00000,139.00000,181.00000,586.00000,233.00000,58.00000,limon argilo-sableux
114,DEKANME,6.46202,2.02383,1503.00000,562.00000,275.00000,149.00000,255.00000,122.00000,145.00000,177.00000,567.00000,256.00000,58.00000,limon argilo-sableux
115,SEGBEYA,6.3780269,2.4431102,2097.00000,818.00000,559.00000,191.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
116,SEGBOHOUE,6.4092881,1.9734743,1371.00000,414.00000,280.00000,216.00000,255.00000,102.00000,180.00000,82.00000,767.00000,151.00000,59.00000,limon sableux
117,TOKPA-DOME,6.7031751,2.0618394,1003.00000,714.00000,241.00000,129.00000,255.00000,141.00000,274.00000,116.00000,711.00000,173.00000,61.00000,limon sableux
118,KPOMASSE,6.5101877,2.0469151,1243.00000,585.00000,260.00000,115.00000,255.00000,139.00000,217.00000,90.00000,742.00000,168.00000,60.00000,limon sableux
119,AVLEKETE,6.3491978,2.2021494,1324.00000,530.00000,478.00000,177.00000,255.00000,128.00000,276.00000,201.00000,656.00000,144.00000,53.00000,
120,DJEGBADJI,6.332077,2.0868793,1284.00000,495.00000,514.00000,140.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
121,GAKPE,6.4125302,2.1299451,1135.00000,460.00000,280.00000,187.00000,255.00000,121.00000,194.00000,122.00000,665.00000,214.00000,56.00000,limon argilo-sableux
122,OUAKPE-DAHO,6.38608,2.10583,1528.00000,601.00000,287.00000,195.00000,255.00000,115.00000,153.00000,74.00000,778.00000,148.00000,58.00000,sable limoneux
123,PAHOU,6.3843642,2.2162882,1908.00000,498.00000,272.00000,184.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
124,SAVI,6.378476,2.3963691,1458.00000,733.00000,492.00000,158.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
125,OUIDAH I,6.3716474,2.0763253,1422.00000,644.00000,345.00000,203.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
126,OUIDAH II,6.3716474,2.0763253,1422.00000,644.00000,345.00000,203.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
127,OUIDAH III,6.3716474,2.0763253,1422.00000,644.00000,345.00000,203.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
128,OUIDAH IV,6.3716474,2.0763253,1422.00000,644.00000,345.00000,203.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
129,AHOMEY-LOKPO,6.4844408,2.420043,1289.00000,376.00000,444.00000,145.00000,255.00000,222.00000,360.00000,322.00000,230.00000,448.00000,53.00000,
130,DEKANMEY,6.5586832,1.9968999,640.00000,382.00000,342.00000,124.00000,255.00000,272.00000,179.00000,269.00000,324.00000,407.00000,61.00000,
131,GANVIE I,6.4699657,2.4122257,1469.00000,544.00000,505.00000,146.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
132,GANVIE II,6.4699657,2.4122257,1469.00000,544.00000,505.00000,146.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
133,HOUEDO-AGUEKON,6.4122,2.428,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
134,VEKKY,6.49632,2.42682,1118.00000,418.00000,465.00000,143.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
135,SO-AVA,6.4660241,2.4011124,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
136,AGUE,6.3880936,2.4227241,1119.00000,652.00000,656.00000,162.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
137,COLLI-AGBAME,6.8443596,2.0815354,929.00000,555.00000,292.00000,139.00000,255.00000,231.00000,286.00000,141.00000,639.00000,220.00000,61.00000,limon argilo-sableux
138,COUSSI,6.8481413,2.1366698,905.00000,596.00000,202.00000,117.00000,255.00000,199.00000,191.00000,133.00000,664.00000,204.00000,61.00000,limon argilo-sableux
139,DAME,6.3566858,2.4394446,1877.00000,874.00000,609.00000,182.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
140,DJANGLANME,6.85,2.0833,822.00000,582.00000,336.00000,137.00000,255.00000,267.00000,277.00000,107.00000,643.00000,251.00000,62.00000,limon argilo-sableux
141,HOUEGBO,6.8443596,2.0815354,929.00000,555.00000,292.00000,139.00000,255.00000,231.00000,286.00000,141.00000,639.00000,220.00000,61.00000,limon argilo-sableux
142,KPOME,6.9456769,2.3042146,1439.00000,384.00000,322.00000,190.00000,255.00000,102.00000,193.00000,92.00000,749.00000,159.00000,63.00000,limon sableux
143,SEHOUE,6.8443596,2.0815354,929.00000,555.00000,292.00000,139.00000,255.00000,231.00000,286.00000,141.00000,639.00000,220.00000,61.00000,limon argilo-sableux
144,SEY,6.8385308,2.1131154,888.00000,556.00000,211.00000,135.00000,255.00000,150.00000,284.00000,55.00000,767.00000,178.00000,62.00000,limon sableux
145,TOFFO,6.8443596,2.0815354,929.00000,555.00000,292.00000,139.00000,255.00000,231.00000,286.00000,141.00000,639.00000,220.00000,61.00000,limon argilo-sableux
146,AVAME,6.5054359,2.2095438,1673.00000,580.00000,303.00000,117.00000,255.00000,159.00000,246.00000,156.00000,575.00000,269.00000,58.00000,limon argilo-sableux
147,AZOHOUE-ALIHO,6.4405664,2.1399331,989.00000,581.00000,282.00000,128.00000,255.00000,105.00000,147.00000,70.00000,746.00000,184.00000,55.00000,limon sableux
148,AZOHOUE-CADA,6.4410942,2.3363,1065.00000,388.00000,359.00000,171.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
149,TORI-CADA,6.5775677,2.189727,1045.00000,698.00000,243.00000,137.00000,255.00000,101.00000,248.00000,75.00000,767.00000,158.00000,57.00000,limon sableux
150,TORI-GARE,6.819251,2.1868807,2037.00000,618.00000,230.00000,129.00000,255.00000,122.00000,213.00000,123.00000,694.00000,183.00000,62.00000,limon sableux
151,TORI-BOSSITO,6.5017792,2.14748,1361.00000,698.00000,254.00000,115.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
152,ADJAN,6.3546875,2.4183064,1727.00000,743.00000,431.00000,132.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
153,DAWE,6.93748,2.16467,1161.00000,667.00000,716.00000,146.00000,0.00000,328.00000,244.00000,262.00000,274.00000,464.00000,62.00000,
154,DJIGBE,6.830463,2.3693044,1094.00000,421.00000,475.00000,211.00000,255.00000,246.00000,233.00000,292.00000,348.00000,359.00000,62.00000,limon argileux fin
155,DODJI-BATA,6.6753232,2.2867037,1102.00000,682.00000,224.00000,123.00000,255.00000,109.00000,165.00000,74.00000,773.00000,153.00000,59.00000,limon sableux
156,HEKANME,6.7925707,2.3192637,973.00000,664.00000,207.00000,111.00000,255.00000,104.00000,189.00000,57.00000,796.00000,147.00000,62.00000,sable limoneux
157,KOUNDOKPOE,6.726115,2.3163068,1056.00000,646.00000,243.00000,131.00000,255.00000,129.00000,227.00000,98.00000,732.00000,171.00000,59.00000,limon sableux
158,SEDJE-DENOU,6.7246733,2.3778433,1204.00000,646.00000,268.00000,195.00000,255.00000,131.00000,199.00000,95.00000,699.00000,205.00000,59.00000,limon argilo-sableux
159,SEDJE-HOUEGOUDO,6.7014876,2.3881503,1183.00000,427.00000,325.00000,202.00000,255.00000,177.00000,210.00000,188.00000,580.00000,232.00000,59.00000,limon argilo-sableux
160,TANGBO-DJEVIE,6.6,2.3,2023.00000,714.00000,219.00000,115.00000,255.00000,98.00000,214.00000,71.00000,771.00000,158.00000,60.00000,limon sableux
161,YOKPO,6.7,2.616667,634.00000,511.00000,233.00000,108.00000,255.00000,114.00000,155.00000,155.00000,685.00000,159.00000,63.00000,limon sableux
162,ZE,6.701041,2.341887,1127.00000,641.00000,247.00000,127.00000,255.00000,158.00000,232.00000,129.00000,674.00000,197.00000,59.00000,limon sableux
163,BEROUBOUAY,10.533333,2.733333,464.00000,202.00000,180.00000,125.00000,255.00000,74.00000,109.00000,233.00000,569.00000,198.00000,63.00000,limon sableux
164,BOUANRI,10.1983373,2.8789111,390.00000,203.00000,219.00000,147.00000,255.00000,78.00000,138.00000,244.00000,595.00000,162.00000,63.00000,limon sableux
165,GOMIA,10.533333,2.733333,464.00000,202.00000,180.00000,125.00000,255.00000,74.00000,109.00000,233.00000,569.00000,198.00000,63.00000,limon sableux
166,INA,9.9661466,2.7307058,424.00000,313.00000,201.00000,148.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
167,BEMBEREKE,10.2183336,2.6660901,453.00000,298.00000,217.00000,116.00000,255.00000,103.00000,104.00000,203.00000,653.00000,143.00000,63.00000,
168,BASSO,10.4984276,3.6914848,420.00000,181.00000,190.00000,139.00000,255.00000,88.00000,131.00000,245.00000,550.00000,204.00000,62.00000,limon argilo-sableux
169,BOUCA,10.21418,3.13531,452.00000,189.00000,200.00000,137.00000,255.00000,77.00000,161.00000,250.00000,582.00000,169.00000,62.00000,limon sableux
170,DERASSI,10.1639795,3.2621345,416.00000,234.00000,208.00000,146.00000,255.00000,73.00000,106.00000,226.00000,589.00000,185.00000,62.00000,limon sableux
171,DUNKASSA,10.3729553,3.4347961,373.00000,284.00000,204.00000,131.00000,255.00000,82.00000,119.00000,222.00000,622.00000,155.00000,61.00000,limon sableux
172,PEONGA,10.2487,3.2657,366.00000,167.00000,189.00000,162.00000,255.00000,88.00000,171.00000,250.00000,576.00000,174.00000,63.00000,limon sableux
173,KALALE,10.2901302,3.3817264,378.00000,326.00000,197.00000,128.00000,255.00000,67.00000,123.00000,221.00000,627.00000,152.00000,59.00000,limon sableux
174,BORI,9.7508035,2.4431102,422.00000,303.00000,187.00000,124.00000,255.00000,73.00000,146.00000,220.00000,620.00000,161.00000,63.00000,limon sableux
175,GBEGOUROU,9.4301393,2.721371,445.00000,270.00000,219.00000,125.00000,255.00000,84.00000,88.00000,224.00000,585.00000,191.00000,61.00000,limon sableux
176,OUENOU,9.7869731,2.6375385,521.00000,233.00000,187.00000,128.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
177,SIRAROU,9.5892879,2.6474675,600.00000,312.00000,221.00000,126.00000,255.00000,103.00000,98.00000,208.00000,584.00000,208.00000,62.00000,limon argilo-sableux
178,N'DALI,9.8630387,2.7133005,471.00000,227.00000,203.00000,120.00000,255.00000,79.00000,86.00000,206.00000,639.00000,155.00000,60.00000,limon sableux
179,BIRO,9.9029408,2.945068,425.00000,237.00000,204.00000,144.00000,255.00000,76.00000,103.00000,217.00000,629.00000,154.00000,61.00000,limon sableux
180,GNONKOUROKALI,10.1170436,2.8963776,515.00000,193.00000,214.00000,151.00000,255.00000,79.00000,143.00000,263.00000,581.00000,157.00000,62.00000,limon sableux
181,OUENOU,9.7869731,2.6375385,521.00000,233.00000,187.00000,128.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
182,SEREKALI,9.9201987,3.0438494,534.00000,322.00000,232.00000,129.00000,255.00000,72.00000,85.00000,184.00000,647.00000,170.00000,63.00000,limon sableux
183,SUYA,9.8549079,3.0933164,454.00000,254.00000,226.00000,141.00000,255.00000,78.00000,85.00000,166.00000,661.00000,173.00000,61.00000,limon sableux
184,TASSO,9.6710207,3.2006951,578.00000,464.00000,218.00000,142.00000,255.00000,85.00000,91.00000,200.00000,607.00000,193.00000,60.00000,limon sableux
185,NIKKI,9.936763,3.2131232,445.00000,303.00000,217.00000,137.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
186,1ER ARRONDISSEMENT,6.4675542,2.6313339,696.00000,355.00000,330.00000,109.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
187,2EME ARRONDISSEMENT,6.4807507,2.6536742,1003.00000,424.00000,252.00000,104.00000,255.00000,141.00000,566.00000,92.00000,662.00000,246.00000,59.00000,limon argilo-sableux
188,3EME ARRONDISSEMENT,6.4783056,2.6114849,828.00000,306.00000,285.00000,117.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
189,GNINSY,9.30769,2.315834,522.00000,402.00000,180.00000,132.00000,255.00000,102.00000,122.00000,241.00000,564.00000,196.00000,62.00000,limon sableux
190,GUINAGOUROU,9.5632379,2.9500647,524.00000,465.00000,199.00000,122.00000,255.00000,80.00000,106.00000,221.00000,602.00000,178.00000,62.00000,limon sableux
191,KPEBIE,9.343856,2.6164463,889.00000,460.00000,215.00000,114.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
192,PANE,9.6373,3.0652,423.00000,479.00000,215.00000,136.00000,255.00000,91.00000,103.00000,187.00000,591.00000,223.00000,62.00000,limon argilo-sableux
193,SONTOU,9.7198193,2.8502302,475.00000,377.00000,206.00000,152.00000,255.00000,88.00000,126.00000,199.00000,619.00000,182.00000,62.00000,limon sableux
194,PERERE,9.7979899,2.9913073,460.00000,559.00000,195.00000,112.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
195,FO-BOURE,10.113456,2.4005581,377.00000,240.00000,206.00000,146.00000,255.00000,99.00000,115.00000,259.00000,524.00000,217.00000,63.00000,limon argilo-sableux
196,SEKERE,10.4443375,2.4529976,476.00000,219.00000,175.00000,121.00000,255.00000,94.00000,138.00000,256.00000,546.00000,198.00000,65.00000,limon sableux
197,SIKKI,10.1851988,2.387857,422.00000,229.00000,204.00000,141.00000,255.00000,97.00000,173.00000,202.00000,625.00000,173.00000,62.00000,limon sableux
198,SINENDE,10.3438309,2.3838304,568.00000,204.00000,197.00000,104.00000,255.00000,81.00000,177.00000,247.00000,590.00000,164.00000,63.00000,limon sableux
199,ALAFIAROU,9.8937064,3.4281464,404.00000,514.00000,195.00000,160.00000,255.00000,100.00000,98.00000,212.00000,622.00000,166.00000,61.00000,limon sableux
200,BETEROU,9.2008079,2.2691943,687.00000,365.00000,199.00000,122.00000,255.00000,136.00000,198.00000,230.00000,547.00000,223.00000,62.00000,limon argilo-sableux
201,GORO,8.8879709,2.5941239,495.00000,284.00000,166.00000,94.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
202,KIKA,9.3,2.266667,556.00000,503.00000,211.00000,141.00000,255.00000,99.00000,154.00000,252.00000,583.00000,165.00000,61.00000,limon sableux
203,SANSON,9.2765988,2.4289008,586.00000,377.00000,189.00000,121.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
204,TCHATCHOU,10.3702978,2.4473591,519.00000,219.00000,184.00000,137.00000,255.00000,99.00000,135.00000,253.00000,547.00000,199.00000,62.00000,limon sableux
205,TCHAOUROU,8.8879709,2.5941239,481.00000,408.00000,169.00000,98.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
206,AGOUA,8.2944756,1.9600233,718.00000,306.00000,160.00000,109.00000,255.00000,145.00000,181.00000,249.00000,535.00000,215.00000,61.00000,limon argilo-sableux
207,AKPASSI,8.4440879,1.8830646,709.00000,403.00000,183.00000,122.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
208,ATOKOLIBE,8.1548139,1.9572766,840.00000,631.00000,277.00000,94.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
209,BOBE,8.33916,1.87124,900.00000,570.00000,193.00000,118.00000,255.00000,150.00000,176.00000,236.00000,503.00000,260.00000,62.00000,limon argilo-sableux
210,GOUKA,8.1373434,1.961246,667.00000,385.00000,276.00000,93.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
211,KOKO,8.3785122,1.8440259,600.00000,399.00000,145.00000,93.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
212,LOUGBA,8.3835793,1.785257,909.00000,450.00000,186.00000,132.00000,255.00000,145.00000,159.00000,200.00000,570.00000,231.00000,62.00000,limon argilo-sableux
213,PIRA,8.4941629,1.7271179,686.00000,549.00000,161.00000,108.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
214,BANTE,8.411178,1.8879469,658.00000,416.00000,138.00000,75.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
215,AKOFFODJOULE,7.69366,2.26729,839.00000,429.00000,253.00000,110.00000,255.00000,112.00000,116.00000,164.00000,680.00000,156.00000,64.00000,limon sableux
216,GBAFFO,7.7823914,2.2610864,834.00000,388.00000,170.00000,105.00000,255.00000,125.00000,119.00000,200.00000,612.00000,188.00000,62.00000,limon sableux
217,KERE,7.69366,2.26729,839.00000,429.00000,253.00000,110.00000,255.00000,112.00000,116.00000,164.00000,680.00000,156.00000,64.00000,limon sableux
218,KPINGNI,7.7787094,2.1832532,1051.00000,343.00000,210.00000,112.00000,255.00000,112.00000,124.00000,193.00000,642.00000,165.00000,65.00000,limon sableux
219,LEMA,7.69366,2.26729,839.00000,429.00000,253.00000,110.00000,255.00000,112.00000,116.00000,164.00000,680.00000,156.00000,64.00000,limon sableux
220,PAOUINGNAN,7.6775768,2.2248966,761.00000,319.00000,203.00000,122.00000,255.00000,120.00000,105.00000,190.00000,630.00000,181.00000,63.00000,limon sableux
221,SOCLOGBO,7.6914537,2.2684413,743.00000,385.00000,253.00000,114.00000,255.00000,124.00000,114.00000,167.00000,679.00000,154.00000,64.00000,limon sableux
222,TRE,7.69366,2.26729,839.00000,429.00000,253.00000,110.00000,255.00000,112.00000,116.00000,164.00000,680.00000,156.00000,64.00000,limon sableux
223,DASSA I,7.77108,2.19692,799.00000,369.00000,205.00000,112.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
224,DASSA II,7.78673,2.18429,1073.00000,340.00000,280.00000,121.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
225,AKLAMPA,8.2181248,2.1867861,896.00000,391.00000,202.00000,104.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
226,ASSANTE,8.1373681,2.2536882,769.00000,414.00000,158.00000,122.00000,255.00000,143.00000,118.00000,176.00000,621.00000,203.00000,62.00000,limon argilo-sableux
227,GOME,7.2052973,1.8985724,575.00000,435.00000,231.00000,118.00000,255.00000,120.00000,176.00000,201.00000,598.00000,201.00000,61.00000,limon argilo-sableux
228,KPAKPAZA,9.30769,2.315834,522.00000,402.00000,180.00000,132.00000,255.00000,102.00000,122.00000,241.00000,564.00000,196.00000,62.00000,limon sableux
229,MAGOUMI,9.30769,2.315834,522.00000,402.00000,180.00000,132.00000,255.00000,102.00000,122.00000,241.00000,564.00000,196.00000,62.00000,limon sableux
230,OUEDEME,6.4852734,1.9453542,1119.00000,388.00000,295.00000,189.00000,255.00000,129.00000,172.00000,156.00000,652.00000,192.00000,58.00000,limon sableux
231,SOKPONTA,7.8669792,2.2351682,661.00000,360.00000,165.00000,114.00000,255.00000,126.00000,116.00000,182.00000,673.00000,145.00000,63.00000,
232,THIO,8.30223,2.30245,1070.00000,399.00000,203.00000,102.00000,255.00000,125.00000,158.00000,225.00000,580.00000,195.00000,63.00000,limon sableux
233,ZAFFE,8.16843,2.23204,748.00000,340.00000,214.00000,113.00000,255.00000,130.00000,101.00000,209.00000,628.00000,163.00000,62.00000,limon sableux
234,GLAZOUE,7.9736782,2.2445791,704.00000,418.00000,191.00000,120.00000,255.00000,120.00000,103.00000,182.00000,672.00000,146.00000,62.00000,
235,CHALLA-OGOI,8.4017899,2.5904736,859.00000,375.00000,171.00000,107.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
236,DJEGBE,8.3027076,2.4088678,647.00000,343.00000,165.00000,100.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
237,GBANLIN,8.5012915,2.375308,613.00000,357.00000,150.00000,103.00000,255.00000,138.00000,135.00000,254.00000,549.00000,197.00000,61.00000,limon sableux
238,IKEMON,8.59392,2.55199,581.00000,288.00000,151.00000,96.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
239,KILIBO,8.5716312,2.6015635,574.00000,381.00000,154.00000,99.00000,255.00000,123.00000,113.00000,186.00000,648.00000,167.00000,62.00000,limon sableux
240,LAMINOU,8.491091,2.4185212,743.00000,334.00000,197.00000,125.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
241,ODOUGBA,8.4974689,2.4098448,769.00000,374.00000,182.00000,109.00000,255.00000,147.00000,140.00000,225.00000,586.00000,190.00000,62.00000,limon sableux
242,TOUI,8.681564,2.5916443,650.00000,372.00000,183.00000,108.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
243,OUESSE,8.4959624,2.4233417,693.00000,368.00000,200.00000,113.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
244,DJALLOUKOU,7.7384873,1.7782324,722.00000,471.00000,186.00000,114.00000,255.00000,134.00000,168.00000,195.00000,598.00000,208.00000,63.00000,limon argilo-sableux
245,DOUME,8.0187127,1.6444975,794.00000,377.00000,152.00000,95.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
246,GOBADA,7.7694321,2.0125827,632.00000,341.00000,231.00000,89.00000,255.00000,109.00000,141.00000,193.00000,669.00000,138.00000,64.00000,
247,KPATABA,7.9313532,1.9685393,1191.00000,481.00000,276.00000,119.00000,255.00000,108.00000,171.00000,174.00000,660.00000,166.00000,65.00000,limon sableux
248,LAHOTAN,7.9996058,2.074987,789.00000,390.00000,169.00000,108.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
249,LEMA,7.86813,1.88244,861.00000,557.00000,233.00000,130.00000,255.00000,130.00000,116.00000,163.00000,664.00000,173.00000,65.00000,limon sableux
250,LOGOZOHE,7.8681904,2.1217041,1217.00000,388.00000,162.00000,114.00000,255.00000,121.00000,100.00000,167.00000,680.00000,153.00000,64.00000,limon sableux
251,MONKPA,7.86813,1.88244,861.00000,557.00000,233.00000,130.00000,255.00000,130.00000,116.00000,163.00000,664.00000,173.00000,65.00000,limon sableux
252,OTTOLA,8.15,1.65,913.00000,443.00000,161.00000,109.00000,255.00000,140.00000,147.00000,208.00000,527.00000,265.00000,61.00000,limon argilo-sableux
253,OUESSE,8.4959624,2.4233417,693.00000,368.00000,200.00000,113.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
254,TCHETTI,7.828095,1.6639235,920.00000,355.00000,169.00000,109.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
255,SAVALOU-AGA,7.8510894,1.897212,1052.00000,608.00000,261.00000,141.00000,255.00000,130.00000,132.00000,217.00000,609.00000,174.00000,65.00000,limon sableux
256,SAVALOU-AGBADO,7.7384873,1.7782324,722.00000,471.00000,186.00000,114.00000,255.00000,134.00000,168.00000,195.00000,598.00000,208.00000,63.00000,limon argilo-sableux
257,SAVALOU-ATTAKE,7.828095,1.6639235,920.00000,355.00000,169.00000,109.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
258,BESSE,7.93909,2.54632,1027.00000,575.00000,239.00000,139.00000,255.00000,141.00000,152.00000,222.00000,626.00000,152.00000,64.00000,limon sableux
